,reaction,direction,source,coenzyme,equation,reactants,products,reactant_gen,product_gen,generation,ec_list
4820,R05165,forward,KEGG,,C06367 => C06368 + C00011,C06367,C06368 + C00011,69.0,70.0,69.5,
10277,RZ_57,forward,KEGG,,C21153 => Z00009,C21153,Z00009,69.0,70.0,69.5,
6743,R08517_v1,forward,KEGG (Modified),Cytochrome,C05138 + C03024 + C00007 + Z00010 => C01227 + C00033 + C03161 + C00001 + Z00010,C05138 + C03024 + C00007 + Z00010,C01227 + C00033 + C03161 + C00001 + Z00010,64.0,75.0,69.5,
10276,RZ_53,forward,KEGG,,C00194 => Z00009,C00194,Z00009,69.0,70.0,69.5,
8653,R10878,forward,KEGG,,C18847 + C00005 + C00007 + C00080 => C15680 + C00006 + C00001,C18847 + C00005 + C00007 + C00080,C15680 + C00006 + C00001,69.0,70.0,69.5,
8745,R10989,forward,KEGG,,C00029 + C19868 => C00015 + C17513,C00029 + C19868,C00015 + C17513,69.0,70.0,69.5,
3938,R03990_v1,reverse,KEGG (Modified),Flavoprotein,C05273 + C01352 + Z00019 => C02593 + C00016 + Z00019,C05273 + C01352 + Z00019,C02593 + C00016 + Z00019,69.0,70.0,69.5,
3937,R03989,reverse,KEGG,,C05273 + C00005 + C00080 => C02593 + C00006,C05273 + C00005 + C00080,C02593 + C00006,69.0,70.0,69.5,
7062,R08901,forward,KEGG,,C17587 + C00001 => C17588 + C00033,C17587 + C00001,C17588 + C00033,69.0,70.0,69.5,
7026,R08868,forward,KEGG,,C06367 => C17946,C06367,C17946,69.0,70.0,69.5,
6112,R07494,forward,KEGG,,C15808 + C00006 => C15816 + C00005 + C00080 + C00011,C15808 + C00006,C15816 + C00005 + C00080 + C00011,69.0,70.0,69.5,
7678,R09759,forward,KEGG,,C00029 + C19869 => C00015 + C17513,C00029 + C19869,C00015 + C17513,69.0,70.0,69.5,
6110,R07491_v1,forward,KEGG (Modified),"Fe, NAD/NADP",2C00999 + 2C00080 + C15777 + C00007 + Z00032 + Z00015 => 2C00996 + 2C00001 + C15780 + Z00032 + Z00015,2C00999 + 2C00080 + C15777 + C00007 + Z00032 + Z00015,2C00996 + 2C00001 + C15780 + Z00032 + Z00015,69.0,70.0,69.5,
8947,R11266,forward,KEGG,,C21176 + C00005 + C00080 => C17584 + C00006,C21176 + C00005 + C00080,C17584 + C00006,69.0,70.0,69.5,
2995,R02858_v3,forward,KEGG (Modified),Mg,C00019 + C00744 + Z00029 => C00021 + C01457 + Z00029,C00019 + C00744 + Z00029,C00021 + C01457 + Z00029,69.0,70.0,69.5,
6059,R07401,forward,KEGG,,C04712 + C00027 => C15666 + C00011 + C00001,C04712 + C00027,C15666 + C00011 + C00001,69.0,70.0,69.5,
5910,R07215_v1,forward,KEGG (Modified),"Fe, NAD/NADP",2C00999 + 2C00080 + C01189 + C00007 + Z00032 + Z00015 => 2C00996 + 2C00001 + C01164 + Z00032 + Z00015,2C00999 + 2C00080 + C01189 + C00007 + Z00032 + Z00015,2C00996 + 2C00001 + C01164 + Z00032 + Z00015,69.0,70.0,69.5,
5656,R06803,forward,KEGG,,C12644 + C00029 => C12645 + C00015,C12644 + C00029,C12645 + C00015,69.0,70.0,69.5,
3353,R03253_v1,forward,KEGG (Modified),Fe,C01111 + C00007 + Z00015 => C05641 + Z00015,C01111 + C00007 + Z00015,C05641 + Z00015,69.0,70.0,69.5,
5380,R06254,forward,KEGG,,2C05790 + C00007 => 2C05794 + 2C00001,2C05790 + C00007,2C05794 + 2C00001,69.0,70.0,69.5,
5760,R06956,forward,KEGG,,C13454 => C06082,C13454,C06082,69.0,70.0,69.5,
5540,R06545,forward,KEGG,,C08639 + C00223 => C12096 + C00010,C08639 + C00223,C12096 + C00010,69.0,70.0,69.5,
5761,R06957_v1,forward,KEGG (Modified),"2Fe2S, FAD, Molybdopterin",C13455 + C00001 + C00007 + Z00001 + Z00013 + Z00031 => C06082 + C00027 + Z00001 + Z00013 + Z00031,C13455 + C00001 + C00007 + Z00001 + Z00013 + Z00031,C06082 + C00027 + Z00001 + Z00013 + Z00031,69.0,70.0,69.5,
2993,R02858_v1,forward,KEGG (Modified),Co,C00019 + C00744 + Z00006 => C00021 + C01457 + Z00006,C00019 + C00744 + Z00006,C00021 + C01457 + Z00006,69.0,70.0,69.5,
2994,R02858_v2,forward,KEGG (Modified),Mn,C00019 + C00744 + Z00030 => C00021 + C01457 + Z00030,C00019 + C00744 + Z00030,C00021 + C01457 + Z00030,69.0,70.0,69.5,
5652,R06799,forward,KEGG,,C12640 + C00083 => C12641 + C00010,C12640 + C00083,C12641 + C00010,69.0,70.0,69.5,
10084,R12657,forward,KEGG,,C00019 + C21860 => C00021 + C00390,C00019 + C21860,C00021 + C00390,69.0,70.0,69.5,
2197,R02018_v3,forward,KEGG (Modified),Cobalamin,C01346 + C00343 + C00001 + Z00009 => C00342 + C00015 + Z00009,C01346 + C00343 + C00001 + Z00009,C00342 + C00015 + Z00009,70.0,70.0,70.0,
2192,R02017_v3,reverse,KEGG (Modified),Cobalamin,C00342 + C00008 + Z00009 => C00206 + C00343 + C00001 + Z00009,C00342 + C00008 + Z00009,C00206 + C00343 + C00001 + Z00009,70.0,70.0,70.0,
6670,R08364_v3,reverse,KEGG (Modified),Cobalamin,C03723 + C02090 + Z00009 => C04232 + C03170 + C00001 + Z00009,C03723 + C02090 + Z00009,C04232 + C03170 + C00001 + Z00009,70.0,70.0,70.0,
2209,R02022_v1,forward,KEGG (Modified),"Cobalamin, SAM",C00458 + C00343 + C00001 + Z00041 + Z00009 => C00063 + C00342 + Z00041 + Z00009,C00458 + C00343 + C00001 + Z00041 + Z00009,C00063 + C00342 + Z00041 + Z00009,70.0,70.0,70.0,
2198,R02018_v3,reverse,KEGG (Modified),Cobalamin,C00342 + C00015 + Z00009 => C01346 + C00343 + C00001 + Z00009,C00342 + C00015 + Z00009,C01346 + C00343 + C00001 + Z00009,70.0,70.0,70.0,
6666,R08363_v3,forward,KEGG (Modified),Cobalamin,C04232 + C16664 + C00001 + Z00009 => C03723 + C16663 + Z00009,C04232 + C16664 + C00001 + Z00009,C03723 + C16663 + Z00009,70.0,70.0,70.0,
2191,R02017_v3,forward,KEGG (Modified),Cobalamin,C00206 + C00343 + C00001 + Z00009 => C00342 + C00008 + Z00009,C00206 + C00343 + C00001 + Z00009,C00342 + C00008 + Z00009,70.0,70.0,70.0,
2184,R02014_v1,reverse,KEGG (Modified),"Cobalamin, SAM",C00002 + C00342 + Z00041 + Z00009 => C00131 + C00343 + C00001 + Z00041 + Z00009,C00002 + C00342 + Z00041 + Z00009,C00131 + C00343 + C00001 + Z00041 + Z00009,70.0,70.0,70.0,
3869,R03908_v1,forward,KEGG (Modified),Cobalamin,C02930 + Z00009 => C02295 + Z00009,C02930 + Z00009,C02295 + Z00009,70.0,70.0,70.0,
9459,R11893_v3,reverse,KEGG (Modified),Cobalamin,C21748 + C00342 + Z00009 => C21750 + C00343 + C00001 + Z00009,C21748 + C00342 + Z00009,C21750 + C00343 + C00001 + Z00009,70.0,70.0,70.0,
2183,R02014_v1,forward,KEGG (Modified),"Cobalamin, SAM",C00131 + C00343 + C00001 + Z00041 + Z00009 => C00002 + C00342 + Z00041 + Z00009,C00131 + C00343 + C00001 + Z00041 + Z00009,C00002 + C00342 + Z00041 + Z00009,70.0,70.0,70.0,
9458,R11893_v3,forward,KEGG (Modified),Cobalamin,C21750 + C00343 + C00001 + Z00009 => C21748 + C00342 + Z00009,C21750 + C00343 + C00001 + Z00009,C21748 + C00342 + Z00009,70.0,70.0,70.0,
6669,R08364_v3,forward,KEGG (Modified),Cobalamin,C04232 + C03170 + C00001 + Z00009 => C03723 + C02090 + Z00009,C04232 + C03170 + C00001 + Z00009,C03723 + C02090 + Z00009,70.0,70.0,70.0,
3714,R03696_v1,forward,KEGG (Modified),"Cobalamin, Mg",C03618 + Z00029 + Z00009 => C01732 + C00014 + Z00029 + Z00009,C03618 + Z00029 + Z00009,C01732 + C00014 + Z00029 + Z00009,70.0,70.0,70.0,
2206,R02020_v1,reverse,KEGG (Modified),"Cobalamin, SAM",C00044 + C00342 + Z00041 + Z00009 => C00286 + C00343 + C00001 + Z00041 + Z00009,C00044 + C00342 + Z00041 + Z00009,C00286 + C00343 + C00001 + Z00041 + Z00009,70.0,70.0,70.0,
2204,R02019_v3,reverse,KEGG (Modified),Cobalamin,C00035 + C00342 + Z00009 => C00361 + C00343 + C00001 + Z00009,C00035 + C00342 + Z00009,C00361 + C00343 + C00001 + Z00009,70.0,70.0,70.0,
2205,R02020_v1,forward,KEGG (Modified),"Cobalamin, SAM",C00286 + C00343 + C00001 + Z00041 + Z00009 => C00044 + C00342 + Z00041 + Z00009,C00286 + C00343 + C00001 + Z00041 + Z00009,C00044 + C00342 + Z00041 + Z00009,70.0,70.0,70.0,
3870,R03908_v1,reverse,KEGG (Modified),Cobalamin,C02295 + Z00009 => C02930 + Z00009,C02295 + Z00009,C02930 + Z00009,70.0,70.0,70.0,
2212,R02023_v1,reverse,KEGG (Modified),"Cobalamin, SAM",C00075 + C00342 + Z00041 + Z00009 => C00460 + C00343 + C00001 + Z00041 + Z00009,C00075 + C00342 + Z00041 + Z00009,C00460 + C00343 + C00001 + Z00041 + Z00009,70.0,70.0,70.0,
858,R00749_v1,forward,KEGG (Modified),Cobalamin,C00189 + Z00009 => C00084 + C00014 + Z00009,C00189 + Z00009,C00084 + C00014 + Z00009,70.0,70.0,70.0,
5368,R06132_v1,reverse,KEGG (Modified),"Cobalamin, PLP, MIO",C11823 + C00014 + Z00068 + C11823 + C00014 + Z00068 + C11823 + C00014 + Z00068 + C11823 + C00014 + Z00068 + C11823 + C00014 + Z00009 + C11823 + C00014 + Z00035 => C05167 + Z00068 + C05167 + Z00068 + C05167 + Z00068 + C05167 + Z00068 + C05167 + Z00009 + C05167 + Z00035,C11823 + C00014 + Z00068 + C11823 + C00014 + Z00068 + C11823 + C00014 + Z00068 + C11823 + C00014 + Z00068 + C11823 + C00014 + Z00009 + C11823 + C00014 + Z00035,C05167 + Z00068 + C05167 + Z00068 + C05167 + Z00068 + C05167 + Z00068 + C05167 + Z00009 + C05167 + Z00035,70.0,70.0,70.0,
2218,R02024_v3,reverse,KEGG (Modified),Cobalamin,C00342 + C00112 + Z00009 => C00705 + C00343 + C00001 + Z00009,C00342 + C00112 + Z00009,C00705 + C00343 + C00001 + Z00009,70.0,70.0,70.0,
936,R00833_v1,forward,KEGG (Modified),Cobalamin,C01213 + Z00009 => C00091 + Z00009,C01213 + Z00009,C00091 + Z00009,70.0,70.0,70.0,
937,R00833_v1,reverse,KEGG (Modified),Cobalamin,C00091 + Z00009 => C01213 + Z00009,C00091 + Z00009,C01213 + Z00009,70.0,70.0,70.0,
2210,R02022_v1,reverse,KEGG (Modified),"Cobalamin, SAM",C00063 + C00342 + Z00041 + Z00009 => C00458 + C00343 + C00001 + Z00041 + Z00009,C00063 + C00342 + Z00041 + Z00009,C00458 + C00343 + C00001 + Z00041 + Z00009,70.0,70.0,70.0,
2211,R02023_v1,forward,KEGG (Modified),"Cobalamin, SAM",C00460 + C00343 + C00001 + Z00041 + Z00009 => C00075 + C00342 + Z00041 + Z00009,C00460 + C00343 + C00001 + Z00041 + Z00009,C00075 + C00342 + Z00041 + Z00009,70.0,70.0,70.0,
7027,R08869,forward,KEGG,,C17946 => C06368 + C00011,C17946,C06368 + C00011,70.0,70.0,70.0,
7028,R08869,reverse,KEGG,,C06368 + C00011 => C17946,C06368 + C00011,C17946,70.0,70.0,70.0,
2203,R02019_v3,forward,KEGG (Modified),Cobalamin,C00361 + C00343 + C00001 + Z00009 => C00035 + C00342 + Z00009,C00361 + C00343 + C00001 + Z00009,C00035 + C00342 + Z00009,70.0,70.0,70.0,
1200,R01047_v2,forward,KEGG (Modified),Cobalamin,C00116 + Z00009 => C00969 + C00001 + Z00009,C00116 + Z00009,C00969 + C00001 + Z00009,70.0,70.0,70.0,
2217,R02024_v3,forward,KEGG (Modified),Cobalamin,C00705 + C00343 + C00001 + Z00009 => C00342 + C00112 + Z00009,C00705 + C00343 + C00001 + Z00009,C00342 + C00112 + Z00009,70.0,70.0,70.0,
3378,R03275_v1,forward,KEGG (Modified),"Cobalamin, PLP, SAM",C01142 + Z00041 + Z00035 + Z00009 => C01186 + Z00041 + Z00035 + Z00009,C01142 + Z00041 + Z00035 + Z00009,C01186 + Z00041 + Z00035 + Z00009,70.0,70.0,70.0,
1364,R01181_v1,reverse,KEGG (Modified),"Cobalamin, Mg",C00136 + Z00029 + Z00009 => C00630 + Z00029 + Z00009,C00136 + Z00029 + Z00009,C00630 + Z00029 + Z00009,70.0,70.0,70.0,
2619,R02461_v1,forward,KEGG (Modified),"Cobalamin, PLP",C00515 + Z00035 + Z00009 => C03943 + Z00035 + Z00009,C00515 + Z00035 + Z00009,C03943 + Z00035 + Z00009,70.0,70.0,70.0,
2620,R02461_v1,reverse,KEGG (Modified),"Cobalamin, PLP",C03943 + Z00035 + Z00009 => C00515 + Z00035 + Z00009,C03943 + Z00035 + Z00009,C00515 + Z00035 + Z00009,70.0,70.0,70.0,
3379,R03275_v1,reverse,KEGG (Modified),"Cobalamin, PLP, SAM",C01186 + Z00041 + Z00035 + Z00009 => C01142 + Z00041 + Z00035 + Z00009,C01186 + Z00041 + Z00035 + Z00009,C01142 + Z00041 + Z00035 + Z00009,70.0,70.0,70.0,
1638,R01469_v1,forward,KEGG (Modified),Cobalamin,C00189 + C00001 + C00007 + Z00009 => C00266 + C00014 + C00027 + Z00009,C00189 + C00001 + C00007 + Z00009,C00266 + C00014 + C00027 + Z00009,70.0,70.0,70.0,
1201,R01047_v2,reverse,KEGG (Modified),Cobalamin,C00969 + C00001 + Z00009 => C00116 + Z00009,C00969 + C00001 + Z00009,C00116 + Z00009,70.0,70.0,70.0,
4211,R04315_v1,forward,KEGG (Modified),"Cobalamin, SAM",C00677 + C00343 + C00001 + Z00041 + Z00009 => C03802 + C00342 + Z00041 + Z00009,C00677 + C00343 + C00001 + Z00041 + Z00009,C03802 + C00342 + Z00041 + Z00009,70.0,70.0,70.0,
4212,R04315_v1,reverse,KEGG (Modified),"Cobalamin, SAM",C03802 + C00342 + Z00041 + Z00009 => C00677 + C00343 + C00001 + Z00041 + Z00009,C03802 + C00342 + Z00041 + Z00009,C00677 + C00343 + C00001 + Z00041 + Z00009,70.0,70.0,70.0,
5388,R06269_v1,forward,KEGG (Modified),"4Fe4S, Cobalamin",C11829 + C00019 + Z00002 + Z00009 => C11830 + C05198 + C00073 + Z00002 + Z00009,C11829 + C00019 + Z00002 + Z00009,C11830 + C05198 + C00073 + Z00002 + Z00009,70.0,70.0,70.0,
5389,R06269_v2,forward,KEGG (Modified),"Cobalamin, Generic FeS",C11829 + C00019 + Z00063 + Z00009 => C11830 + C05198 + C00073 + Z00063 + Z00009,C11829 + C00019 + Z00063 + Z00009,C11830 + C05198 + C00073 + Z00063 + Z00009,70.0,70.0,70.0,
9754,R12291_v1,forward,KEGG (Modified),Cobalamin,2C01330 + C18799 + C03576 + Z00009 => 2C01330 + C18802 + C03920 + Z00009,2C01330 + C18799 + C03576 + Z00009,2C01330 + C18802 + C03920 + Z00009,70.0,70.0,70.0,
9755,R12291_v1,reverse,KEGG (Modified),Cobalamin,2C01330 + C18802 + C03920 + Z00009 => 2C01330 + C18799 + C03576 + Z00009,2C01330 + C18802 + C03920 + Z00009,2C01330 + C18799 + C03576 + Z00009,70.0,70.0,70.0,
4239,R04347_v1,forward,KEGG (Modified),Cobalamin,2C01330 + C04488 + C03576 + Z00009 => 2C01330 + C01217 + C03920 + Z00009,2C01330 + C04488 + C03576 + Z00009,2C01330 + C01217 + C03920 + Z00009,70.0,70.0,70.0,
4240,R04347_v1,reverse,KEGG (Modified),Cobalamin,2C01330 + C01217 + C03920 + Z00009 => 2C01330 + C04488 + C03576 + Z00009,2C01330 + C01217 + C03920 + Z00009,2C01330 + C04488 + C03576 + Z00009,70.0,70.0,70.0,
5387,R06268_v2,reverse,KEGG (Modified),"Cobalamin, Generic FeS",C11829 + C05198 + C00073 + Z00063 + Z00009 => C04536 + C00019 + C00001 + Z00063 + Z00009,C11829 + C05198 + C00073 + Z00063 + Z00009,C04536 + C00019 + C00001 + Z00063 + Z00009,70.0,70.0,70.0,
2547,R02376_v2,reverse,KEGG (Modified),Cobalamin,C00479 + C00001 + Z00009 => C00583 + Z00009,C00479 + C00001 + Z00009,C00583 + Z00009,70.0,70.0,70.0,
2546,R02376_v2,forward,KEGG (Modified),Cobalamin,C00583 + Z00009 => C00479 + C00001 + Z00009,C00583 + Z00009,C00479 + C00001 + Z00009,70.0,70.0,70.0,
322,R00262_v1,reverse,KEGG (Modified),Cobalamin,C00025 + Z00009 => C03618 + Z00009,C00025 + Z00009,C03618 + Z00009,70.0,70.0,70.0,
321,R00262_v1,forward,KEGG (Modified),Cobalamin,C03618 + Z00009 => C00025 + Z00009,C03618 + Z00009,C00025 + Z00009,70.0,70.0,70.0,
3715,R03696_v1,reverse,KEGG (Modified),"Cobalamin, Mg",C01732 + C00014 + Z00029 + Z00009 => C03618 + Z00029 + Z00009,C01732 + C00014 + Z00029 + Z00009,C03618 + Z00029 + Z00009,70.0,70.0,70.0,
